Date,Count
2023-01-31,31
2023-02-28,18
2023-03-31,28
2023-04-30,20
2023-05-31,24
2023-06-30,7
2023-07-31,21
2023-08-31,17
2023-09-30,24
2023-10-31,27
2023-11-30,27
2023-12-31,25
2024-01-31,18
2024-02-29,16
2024-03-31,19
2024-04-30,19
