Date,Count
2023-01-31,21
2023-02-28,26
2023-03-31,29
2023-04-30,15
2023-05-31,19
2023-06-30,13
2023-07-31,23
2023-08-31,15
2023-09-30,19
2023-10-31,27
2023-11-30,19
2023-12-31,7
2024-01-31,10
2024-02-29,3
2024-03-31,2
2024-04-30,7
