Date,Count
2023-01-31,3
2023-02-28,2
2023-03-31,5
2023-04-30,1
2023-05-31,2
2023-07-31,3
2023-09-30,1
2023-11-30,4
2023-12-31,3
2024-01-31,1
2024-02-29,3
2024-04-30,1
