Date,Count
2023-01-31,3
2023-02-28,7
2023-03-31,5
2023-04-30,10
2023-05-31,12
2023-06-30,8
2023-07-31,13
2023-08-31,15
2023-09-30,6
2023-10-31,23
2023-11-30,26
2023-12-31,14
2024-01-31,13
2024-02-29,29
2024-03-31,20
2024-04-30,19
