Date,Count
2023-01-31,7
2023-02-28,5
2023-03-31,12
2023-04-30,5
2023-05-31,5
2023-06-30,2
2023-07-31,1
2023-08-31,1
2023-09-30,5
2023-10-31,5
2023-11-30,2
2023-12-31,9
2024-01-31,9
2024-02-29,6
2024-03-31,6
2024-04-30,3
